Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Ounce of Prevention Description,canonical_Fax,canonical_Website,canonical_Center Director,canonical_Head Start Fund,canonical_Number per Site EHS,canonical_Neighborhood,canonical_NAEYC Program Id,canonical_Phone,canonical_Length of Day,canonical_Progmod,canonical_NAEYC Valid Until,canonical_CC fund,canonical_Source,canonical_Id,canonical_Number per Site HS,canonical_Program Name,canonical_Address,canonical_Email Address,canonical_IDHS Provider ID,canonical_Column2,canonical_Purple binder service type,canonical_Director,canonical_Column,canonical_Program Option,canonical_Funded Enrollment,canonical_Agency,canonical_Zip,canonical_Site name,canonical_Eearly Head Start Fund,canonical_ECE Available Programs,canonical_Executive Director
38,0.973892509937,42,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.chicagocommons.org',b'',b'',b'',b'',b'8262669',b'half day/full day',b'no',b'nilda vargas',b'yes',b'cps_early_childhood_portal_scrape.csv',b'42',b'',b'state pre-kindergarten',b'1653 w 43rd st',b'',b'',b'child care',b'',b'',b'',b'new city',b'chicago commons association',b'',b'60609',b'chicago commons association - paulo freire',b'jenny seacat',b'dan valliere',"b'2626it(child care it center), 3402ps(hs collaboration with c'"
41,0.971786576509,43,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'293383',b'',b'no',b'www.eriehouse.org',b'',b'',b'',b'',b'5635800',b'extended day',b'no',b'celena roldan',b'yes',b'cps_early_childhood_portal_scrape.csv',b'43',b'',b'child care',b'1701 w superior street',b'05/31/13',b'',b'child care',b'lfalk@eriehouse.org',b'',b'',b'west town',b'erie neighborhood house',b'',b'60622',b'erie neighborhood house',b'celena roldan',b'celena roldan',"b'2640it(child care it center), 3256ps(hs collaboration with c'"
42,0.978518572721,44,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.elvalor.org',b'',b'',b'',b'',b'2547700',b'extended day',b'no',b'sara matta',b'yes',b'cps_early_childhood_portal_scrape.csv',b'595',b'',b'child care',b'1711 w 35th street',b'',b'',b'',b'',b'',b'',b'mckinley park',b'el valor',b'',b'60609',b'el valor - little tykes i',b'sara matta',b'vincent allocco',b''
42,0.978518572721,45,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.elvalor.org',b'',b'',b'',b'',b'2547700',b'extended day',b'no',b'sara matta',b'yes',b'cps_early_childhood_portal_scrape.csv',b'595',b'',b'child care',b'1711 w 35th street',b'',b'',b'',b'',b'',b'',b'mckinley park',b'el valor',b'',b'60609',b'el valor - little tykes i',b'sara matta',b'vincent allocco',b''
43,0.976961940527,46,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Pilsen,1711 W Garfield Blvd ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'(773) 693-0322',b'',b'',b'',b'',b'',b'',b'8677308',b'extended day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'46',b'',b'child care',b'1711 w garfield blvd',b'',b'2935-8342-5433-002',b'',b'',b'',b'',b'',b'',b'',b'60631',b'childserv - pilsen',b'',b'',b''
44,0.974359936184,47,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'274925',b'',b'no',b'http://www.elhogardelnino.org',b'',b'',b'',b'',b'5231629',b'extended day',b'yes',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'48',b'',b'child care',b'2325 s california ave',b'05/01/16',b'',b'child care',b'elhogardelnino@gmail.com',b'',b'',b'archer heights',b'el hogar del nino',b'',b'60608',b'el hogar del nino',b'',b'',"b'5878ps(hs collaboration with childcare homes), 5659ip(ehs co'"
44,0.974359936184,48,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'274925',b'',b'no',b'http://www.elhogardelnino.org',b'',b'',b'',b'',b'5231629',b'extended day',b'yes',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'48',b'',b'child care',b'2325 s california ave',b'05/01/16',b'',b'child care',b'elhogardelnino@gmail.com',b'',b'',b'archer heights',b'el hogar del nino',b'',b'60608',b'el hogar del nino',b'',b'',"b'5878ps(hs collaboration with childcare homes), 5659ip(ehs co'"
42,0.976975739002,49,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.elvalor.org',b'',b'',b'',b'',b'2547700',b'extended day',b'no',b'sara matta',b'yes',b'cps_early_childhood_portal_scrape.csv',b'595',b'',b'child care',b'1711 w 35th street',b'',b'',b'',b'',b'',b'',b'mckinley park',b'el valor',b'',b'60609',b'el valor - little tykes i',b'sara matta',b'vincent allocco',b''
42,0.976975739002,50,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.elvalor.org',b'',b'',b'',b'',b'2547700',b'extended day',b'no',b'sara matta',b'yes',b'cps_early_childhood_portal_scrape.csv',b'595',b'',b'child care',b'1711 w 35th street',b'',b'',b'',b'',b'',b'',b'mckinley park',b'el valor',b'',b'60609',b'el valor - little tykes i',b'sara matta',b'vincent allocco',b''
45,0.973556,51,CPS_Early_Childhood_Portal_scrape.csv, Church of God True Believers - Church of God Day Care,1738 W Marquette Rd ,,4715222,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'4715222',b'extended day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'51',b'',b'child care',b'1738 w marquette rd',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'church of god true believers - church of god day care',b'',b'',b''
29,0.980941219763,52,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.lssi.org',b'',b'',b'',b'',b'2371930',b'half day/full day',b'no',b'doris holden',b'yes',b'cps_early_childhood_portal_scrape.csv',b'52',b'',b'head start',b'1500 n mason',b'',b'',b'',b'',b'',b'',b'austin',b'lutheran social services of illinois',b'',b'60651',b'lutheran social services of illinois rogers park',b'doris holden',b'john schnier',"b'4115it(child care it center), 7015ps(hs collaboration with c'"
46,0.977881870487,53,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.chicagocommons.org',b'',b'',b'',b'',b'6663883',b'half day/full day',b'no',b'erica barbara',b'yes',b'cps_early_childhood_portal_scrape.csv',b'54',b'',b'state pre-kindergarten',b'1814 s paulina st',b'',b'',b'',b'',b'',b'',b'humboldt park',b'chicago commons association',b'',b'60612',b'chicago commons association - guadalupano family center',b'sharon gibson',b'dan valliere',"b'2633it(child care it center), 3404ps(hs collaboration with c'"
46,0.977881870487,54,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.chicagocommons.org',b'',b'',b'',b'',b'6663883',b'half day/full day',b'no',b'erica barbara',b'yes',b'cps_early_childhood_portal_scrape.csv',b'54',b'',b'state pre-kindergarten',b'1814 s paulina st',b'',b'',b'',b'',b'',b'',b'humboldt park',b'chicago commons association',b'',b'60612',b'chicago commons association - guadalupano family center',b'sharon gibson',b'dan valliere',"b'2633it(child care it center), 3404ps(hs collaboration with c'"
47,0.983161717653,55,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.ymcachicago.org',b'',b'',b'',b'',b'8473115',b'half day/full day',b'yes',b'sherry ceroomes',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1199',b'',b'state pre-kindergarten',b'2700 s western ave',b'',b'',b'',b'',b'',b'',b'woodlawn',b'ymca of metropolitan chicago',b'',b'60624',b'ymca of metropolitan chicago - rauner',b'sherry ceroomes',b'dorothy cole-gary',"b'2694it(child care it center), 7095ps(hs collaboration with c'"
3,0.985051179926,56,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'8507000',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'5',b'',b'head start',b'10001 s woodlawn ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'board trustees-city colleges of chicago - truman',b'',b'',b''
3,0.985051179926,57,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'8507000',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'5',b'',b'head start',b'10001 s woodlawn ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'board trustees-city colleges of chicago - truman',b'',b'',b''
48,0.968763756752,58,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.elvalor.org',b'',b'',b'',b'',b'9972021',b'extended day',b'no',b'rosa moreno',b'yes',b'cps_early_childhood_portal_scrape.csv',b'614',b'',b'child care',b'1951 w 19th st',b'',b'',b'',b'',b'',b'',b'lower west side',b'el valor',b'',b'60608',b'el valor - guadalupe reyes children & family center',b'lydia marcos',b'vincent allocco',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'"
48,0.968763756752,59,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.elvalor.org',b'',b'',b'',b'',b'9972021',b'extended day',b'no',b'rosa moreno',b'yes',b'cps_early_childhood_portal_scrape.csv',b'614',b'',b'child care',b'1951 w 19th st',b'',b'',b'',b'',b'',b'',b'lower west side',b'el valor',b'',b'60608',b'el valor - guadalupe reyes children & family center',b'lydia marcos',b'vincent allocco',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'"
49,0.971069242273,60,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery - North Avenue Day Nursery,2001 W Pierce Ave ,,3424499,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.nadnkids.org',b'',b'',b'west town',b'',b'3424499',b'half day/full day',b'no',b'steve koll',b'yes',b'cps_early_childhood_portal_scrape.csv',b'60',b'',b'state pre-kindergarten',b'2001 w pierce',b'',b'',b'',b'',b'',b'',b'west town',b'north avenue day nursery',b'',b'60622',b'north avenue day nursery - north avenue day nursery',b'steve koll',b'steve koll',"b'3270ps(hs collaboration with childcare & prek), 2742ps(child'"
50,0.979456697901,61,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.crcl.net',b'',b'',b'',b'',b'2437300',b'extended day',b'yes',b'betty lee',b'no',b'cps_early_childhood_portal_scrape.csv',b'61',b'',b'head start',b'2929 w 19th st',b'',b'',b'',b'',b'',b'',b'near west side',b'carole robertson center for learning',b'',b'60608',b'carole robertson center for learning - carole robertson center 2929',b'betty lee',b'gail nelson',b''
50,0.979456697901,62,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.crcl.net',b'',b'',b'',b'',b'2437300',b'extended day',b'yes',b'betty lee',b'no',b'cps_early_childhood_portal_scrape.csv',b'61',b'',b'head start',b'2929 w 19th st',b'',b'',b'',b'',b'',b'',b'near west side',b'carole robertson center for learning',b'',b'60608',b'carole robertson center for learning - carole robertson center 2929',b'betty lee',b'gail nelson',b''
51,0.97771795392,63,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'209110',b'',b'',b'',b'',b'',b'',b'',b'7910418',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'625',b'',b'state pre-kindergarten',b'2141 s tan ct',b'08/31/14',b'',b'child care',b'brenda_arksey@caslservice.org',b'',b'',b'',b'',b'',b'60616',b'chinese american service league - chinese american service league',b'',b'',b''
51,0.97771795392,64,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'209110',b'',b'',b'',b'',b'',b'',b'',b'7910418',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'625',b'',b'state pre-kindergarten',b'2141 s tan ct',b'08/31/14',b'',b'child care',b'brenda_arksey@caslservice.org',b'',b'',b'',b'',b'',b'60616',b'chinese american service league - chinese american service league',b'',b'',b''
52,0.982702970505,65,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2246800',b'extended day',b'no',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'65',b'',b'child care',b'2141 w 79th st',b'',b'',b'',b'',b'',b'',b'auburn gresham',b'first church of love and faith',b'',b'60620',b'first church of love and faith - first church of love & faith annex',b'connie guyton',b'',b''
44,0.970865196652,66,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'274925',b'',b'no',b'http://www.elhogardelnino.org',b'',b'',b'',b'',b'5231629',b'extended day',b'yes',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'48',b'',b'child care',b'2325 s california ave',b'05/01/16',b'',b'child care',b'elhogardelnino@gmail.com',b'',b'',b'archer heights',b'el hogar del nino',b'',b'60608',b'el hogar del nino',b'',b'',"b'5878ps(hs collaboration with childcare homes), 5659ip(ehs co'"
44,0.970865196652,67,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'274925',b'',b'no',b'http://www.elhogardelnino.org',b'',b'',b'',b'',b'5231629',b'extended day',b'yes',b'',b'yes',b'cps_early_childhood_portal_scrape.csv',b'48',b'',b'child care',b'2325 s california ave',b'05/01/16',b'',b'child care',b'elhogardelnino@gmail.com',b'',b'',b'archer heights',b'el hogar del nino',b'',b'60608',b'el hogar del nino',b'',b'',"b'5878ps(hs collaboration with childcare homes), 5659ip(ehs co'"
53,0.930345366398,68,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'8428557',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'68',b'',b'head start',b'2326 s dearborn st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'henry booth house - bernard gentry',b'',b'',b''
53,0.930345366398,69,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'',b'8428557',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'68',b'',b'head start',b'2326 s dearborn st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'henry booth house - bernard gentry',b'',b'',b''
55,0.962612360716,70,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Kenyatta's Day Care,2334 E 75th ,,2213777,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'',b'',b'',b'',b'',b'2213777',b'extended day',b'yes',b'',b'no',b'cps_early_childhood_portal_scrape.csv',b'70',b'',b'child care',b'2334 e 75th',b'',b'',b'',b'',b'',b'',b'west pullman',b'chicago state university',b'',b'60628',"b""chicago state university - kenyatta's day care""",b'evelyn lang',b'',"b'5992ip(ehs collaboration enhanced home ip), 5992it(ehs enhan'"
60,0.895433837175,71,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave ,,7919710,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.henryboothhouse.org',b'',b'',b'near south side',b'',b'7919710',b'half day/full day',b'no',b'ms. tuggle',b'yes',b'cps_early_childhood_portal_scrape.csv',b'71',b'',b'head start',b'2401 s wabash ave',b'',b'',b'',b'',b'',b'',b'roseland',b'henry booth house',b'',b'60628',b'henry booth house - loop',b'ms. tuggle',b'scott perkins',b''
10,0.96996748788,72,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.catholiccharities.net',b'',b'',b'',b'',b'2775888',b'half day/full day',b'no',b'virginia carrillo',b'yes',b'cps_early_childhood_portal_scrape.csv',b'14',b'',b'child care',b'10509 s torrence avenue',b'',b'',b'child care',b'',b'',b'',b'north lawndale',b'catholic charities of the archdiocese of chicago',b'',b'60629',b'catholic charities of the archdiocese of chicago - st. kevin',b'virginia carrillo',b'laura rios',b'7040ps(hs collaboration with childcare)'
10,0.96996748788,73,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.catholiccharities.net',b'',b'',b'',b'',b'2775888',b'half day/full day',b'no',b'virginia carrillo',b'yes',b'cps_early_childhood_portal_scrape.csv',b'14',b'',b'child care',b'10509 s torrence avenue',b'',b'',b'child care',b'',b'',b'',b'north lawndale',b'catholic charities of the archdiocese of chicago',b'',b'60629',b'catholic charities of the archdiocese of chicago - st. kevin',b'virginia carrillo',b'laura rios',b'7040ps(hs collaboration with childcare)'
61,0.977768676622,74,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,,2628300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'no',b'www.ymcachicago.org',b'',b'',b'',b'',b'2653900',b'half day/full day',b'no',b'paulette hernandez',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1296',b'',b'state pre-kindergarten',b'6330 s stony island ave',b'',b'',b'',b'',b'',b'',b'east garfield park',b'ymca of metropolitan chicago',b'',b'60612',b'ymca of metropolitan chicago wabash',b'paulette hernandez',b'dorothy cole-gary',"b'7081ps(hs collaboration with childcare & prek), 6039ip(ehs c'"
62,0.954709410667,75,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.elvalor.org',b'',b'',b'',b'',b'2422700',b'half day/full day',b'no',b'irma carmona',b'yes',b'cps_early_childhood_portal_scrape.csv',b'76',b'',b'state pre-kindergarten',b'2434 s kildare',b'',b'',b'',b'',b'',b'',b'south lawndale',b'el valor',b'',b'60623',b'el valor - carlos cantu',b'irma carmona',b'vincent allocco',"b'4305it(child care it center), 4305ps(child care ps center),'"
62,0.954709410667,76,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'yes',b'www.elvalor.org',b'',b'',b'',b'',b'2422700',b'half day/full day',b'no',b'irma carmona',b'yes',b'cps_early_childhood_portal_scrape.csv',b'76',b'',b'state pre-kindergarten',b'2434 s kildare',b'',b'',b'',b'',b'',b'',b'south lawndale',b'el valor',b'',b'60623',b'el valor - carlos cantu',b'irma carmona',b'vincent allocco',"b'4305it(child care it center), 4305ps(child care ps center),'"
64,0.981458833814,77,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Greenview,2507 N Greenview Ave ,,4721083,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'uptown',b'',b'2354073',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'77',b'',b'state pre-kindergarten',b'2507 n greenview ave',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60647',b'christopher house - christopher house - uptown',b'',b'cp',b''
65,0.989216750318,78,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'293293',b'',b'no',b'www.christopherhouse.org',b'',b'',b'uptown',b'',b'7694540',b'half day/full day',b'no',b'karen ross william',b'yes',b'cps_early_childhood_portal_scrape.csv',b'78',b'',b'child care',b'4701 north winthrop avenue',b'08/31/12',b'',b'child care',b'kross@christopherhouse.org',b'',b'',b'uptown',b'christopher house',b'',b'60640',b'christopher house',b'karen ross william',b'lori baas',"b'2672it(child care it center), 3405ps(hs collaboration with c'"
