Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Website,canonical_Email Address,canonical_Number per Site EHS,canonical_Center Director,canonical_Head Start Fund,canonical_Progmod,canonical_Purple binder service type,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Address,canonical_Site name,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Source,canonical_Director,canonical_Column2,canonical_Eearly Head Start Fund,canonical_IDHS Provider ID,canonical_Fax,canonical_Number per Site HS,canonical_Agency,canonical_Zip,canonical_Phone,canonical_Id,canonical_Funded Enrollment,canonical_Executive Director,canonical_Program Name,canonical_ECE Available Programs,canonical_CC fund,canonical_Column,canonical_Neighborhood,canonical_Program Option
42,0.768408502851,44,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1711 w 35th st',b'el valor - little tykes i',b'',b'sara matta',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'sara matta',b'',b'',b'',b'',b'60609',b'2547700',b'2604',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
42,0.768408502851,45,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes I,1711 W 35th St ,,2547700,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1711 w 35th st',b'el valor - little tykes i',b'',b'sara matta',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'sara matta',b'',b'',b'',b'',b'60609',b'2547700',b'2604',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
39,0.853462934494,46,CPS_Early_Childhood_Portal_scrape.csv, ChildServ - Pilsen,1711 W Garfield Blvd ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1711 w garfield blvd',b'childserv west englewood school',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60636',b'8677350',b'46',b'',b'',b'child care',b'cp',b'',b'',b'west englewood',b''
40,0.712758362293,47,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1718 s loomis blvd',b'el hogar del nino/cuidar - el hogar del nino/el centro - loomis',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'5639796',b'593',b'',b'',b'child care',b'',b'',b'',b'',b''
40,0.712758362293,48,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1718 s loomis blvd',b'el hogar del nino/cuidar - el hogar del nino/el centro - loomis',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'5639796',b'593',b'',b'',b'child care',b'',b'',b'',b'',b''
43,0.764674884932,49,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1723 w 35th st',b'el valor - little tykes ii',b'',b'laura gonzalez',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'laura gonzalez',b'',b'',b'',b'',b'60609',b'5791791',b'595',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
43,0.764674884932,50,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1723 w 35th st',b'el valor - little tykes ii',b'',b'laura gonzalez',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'laura gonzalez',b'',b'',b'',b'',b'60609',b'5791791',b'595',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
44,0.849103182554,51,CPS_Early_Childhood_Portal_scrape.csv, Church of God True Believers - Church of God Day Care,1738 W Marquette Rd ,,4715222,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1738 w marquette rd',b'church of god true believers - church of god day care',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60636',b'4715222',b'51',b'',b'',b'child care',b'',b'',b'',b'',b''
45,0.805482208729,52,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'1754 w devon ave',b'lutheran social services of illinois - rogers park / lssi',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60660',b'2623366',b'52',b'',b'',b'child care',b'',b'',b'',b'',b''
46,0.758880337079,53,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'yes',b'',b'half day/full day',b'',b'1814 s paulina st',b'chicago commons association - guadalupano family center',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'kelli kemp',b'',b'',b'',b'',b'60636',b'6663883',b'1175',b'salvation army',"b'5989ip(ehs collaboration enhanced home ip), 5989it(ehs enhan'",b'state pre-kindergarten',b'',b'no',b'',b'',b'west englewood'
46,0.758880337079,54,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'yes',b'',b'half day/full day',b'',b'1814 s paulina st',b'chicago commons association - guadalupano family center',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'kelli kemp',b'',b'',b'',b'',b'60636',b'6663883',b'1175',b'salvation army',"b'5989ip(ehs collaboration enhanced home ip), 5989it(ehs enhan'",b'state pre-kindergarten',b'',b'no',b'',b'',b'west englewood'
47,0.823707401752,55,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'yes',b'',b'half day/full day',b'',b'1834 n lawndale ave',b'ymca of metropolitan chicago - mccormick tribune- ymca',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'cythnia suarez',b'',b'',b'',b'',b'60625',b'2352525',b'55',b'erie neighborhood house',"b'5679ip(ehs collaboration enhanced home ip), 5680it(child car'",b'state pre-kindergarten',b'',b'no',b'',b'',b'albany park'
48,0.857770688832,56,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'extended day',b'',b'1900 w van buren st',b'board trustees-city colleges of chicago - malcolm x college',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ereyne weekes',b'',b'',b'',b'',b'60612',b'8507000',b'9',b'board trustees-city colleges of chicago',"b'7025ps (hs collaboration with childcare & prek), 4385ps(chil'",b'child care',b'',b'yes',b'',b'',b'near west side'
48,0.857770688832,57,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'extended day',b'',b'1900 w van buren st',b'board trustees-city colleges of chicago - malcolm x college',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ereyne weekes',b'',b'',b'',b'',b'60612',b'8507000',b'9',b'board trustees-city colleges of chicago',"b'7025ps (hs collaboration with childcare & prek), 4385ps(chil'",b'child care',b'',b'yes',b'',b'',b'near west side'
50,0.710772735732,58,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1951 w 19th st',b'el valor - guadalupe reyes children & family center',b'',b'rosa moreno',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'lydia marcos',b'',b'',b'',b'',b'60608',b'9972021',b'2146',b'el valor',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'child care',b'vincent allocco',b'yes',b'',b'',b'lower west side'
50,0.710772735732,59,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1951 w 19th st',b'el valor - guadalupe reyes children & family center',b'',b'rosa moreno',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'lydia marcos',b'',b'',b'',b'',b'60608',b'9972021',b'2146',b'el valor',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'child care',b'vincent allocco',b'yes',b'',b'',b'lower west side'
51,0.712758362293,60,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery - North Avenue Day Nursery,2001 W Pierce Ave ,,3424499,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'2001 w pierce ave',b'north avenue day nursery - north avenue day nursery',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'3424499',b'60',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
7,0.73894204696,61,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.easterseaslchicago.org',b'',b'',b'',b'half day/full day',b'',b'1001 w roosevelt rd',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'',b'morayma cancel',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60608',b'9395115',b'6',b'easter seals society of metropolitan chicago',b'',b'child care',b'barbara zawacki',b'',b'',b'near west side',b''
7,0.73894204696,62,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.easterseaslchicago.org',b'',b'',b'',b'half day/full day',b'',b'1001 w roosevelt rd',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'',b'morayma cancel',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60608',b'9395115',b'6',b'easter seals society of metropolitan chicago',b'',b'child care',b'barbara zawacki',b'',b'',b'near west side',b''
52,0.681220557955,63,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'',b'',b'www.caslservice.org',b'',b'no',b'',b'half day/full day',b'',b'2141 s tan ct',b'chinese american service league - chinese american service league',b'',b'brenda arksey',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'weilian xin',b'',b'',b'',b'',b'60616',b'7910418',b'625',b'chinese american service league',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'state pre-kindergarten',b'esther wong',b'yes',b'',b'',b'armour square'
52,0.681220557955,64,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'',b'',b'www.caslservice.org',b'',b'no',b'',b'half day/full day',b'',b'2141 s tan ct',b'chinese american service league - chinese american service league',b'',b'brenda arksey',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'weilian xin',b'',b'',b'',b'',b'60616',b'7910418',b'625',b'chinese american service league',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'state pre-kindergarten',b'esther wong',b'yes',b'',b'',b'armour square'
53,0.691316803296,65,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'no',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'2141 w 79th st',b'first church of love and faith - first church of love & faith annex',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'connie guyton',b'',b'',b'',b'',b'60620',b'2246800',b'65',b'first church of love and faith',b'',b'head start',b'',b'yes',b'',b'',b'auburn gresham'
54,0.720391392708,66,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'2325 s california ave',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60608',b'5231629',b'66',b'',b'',b'early head start',b'',b'',b'',b'',b''
54,0.720391392708,67,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'2325 s california ave',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60608',b'5231629',b'66',b'',b'',b'early head start',b'',b'',b'',b'',b''
55,0.734027177095,68,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'2326 s dearborn st',b'henry booth house - bernard gentry',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60616',b'8428557',b'635',b'',b'',b'child care',b'cp',b'',b'',b'near south side',b''
55,0.734027177095,69,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'2326 s dearborn st',b'henry booth house - bernard gentry',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60616',b'8428557',b'635',b'',b'',b'child care',b'cp',b'',b'',b'near south side',b''
56,0.712758,70,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Kenyatta's Day Care,2334 E 75th ,,2213777,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'2334 e 75th',"b""chicago state university - kenyatta's day care""",b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'2213777',b'70',b'',b'',b'child care',b'',b'',b'',b'',b''
57,0.775166898966,71,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave ,,7919710,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'2401 s wabash ave',b'henry booth house - hillard house / henry booth',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'7919710',b'71',b'',b'',b'community partnerships',b'',b'',b'',b'',b''
58,0.75458749703,72,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'2414 s albany ave',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'petra gutierrez',b'',b'',b'',b'',b'60623',b'2775888',b'72',b'catholic charities of the archdiocese of chicago',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'",b'child care',b'',b'yes',b'',b'',b'south lawndale'
58,0.75458749703,73,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'',b'',b'',b'',b'no',b'',b'half day/full day',b'',b'2414 s albany ave',b'catholic charities of the archdiocese of chicago - our lady of tepeyac',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'petra gutierrez',b'',b'',b'',b'',b'60623',b'2775888',b'72',b'catholic charities of the archdiocese of chicago',"b'2617sa(school age (sa)), 4382ps(hs collaboration with childc'",b'child care',b'',b'yes',b'',b'',b'south lawndale'
59,0.807917932669,74,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,,2628300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'2424 w touhy ave',b'ymca of metropolitan chicago - high ridge ymca',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60645',b'2628300',b'74',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
60,0.712758362293,75,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'2434 s kildare ave',b'el valor - carlos cantu',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'1254',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
60,0.712758362293,76,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'2434 s kildare ave',b'el valor - carlos cantu',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'1254',b'',b'',b'state pre-kindergarten',b'',b'',b'',b'',b''
61,0.661431780883,77,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Greenview,2507 N Greenview Ave ,,4721083,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'www.christopherhouse.org',b'',b'',b'',b'half day/full day',b'',b'2507 n greenview ave',b'christopher house',b'',b'aimee washington',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60614',b'4721083',b'3117',b'christopher house',b'',b'child care',b'lori baas',b'',b'',b'lincoln park',b''
62,0.781456430753,78,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'2610 n francisco ave',b'christopher house - christopher house - logan square',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'',b'',b'',b'',b'',b'60647',b'2354073',b'78',b'',b'',b'child care',b'',b'',b'',b'',b''
63,0.733531321798,79,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'2610 w 25th pl',b'st. augustine college - st. augustine - nayarit',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60608',b'8783641',b'1257',b'',b'',b'child care',b'cp',b'',b'',b'south lawndale',b''
63,0.733531321798,80,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'',b'',b'',b'',b'',b'',b'',b'half day/full day',b'',b'2610 w 25th pl',b'st. augustine college - st. augustine - nayarit',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60608',b'8783641',b'1257',b'',b'',b'child care',b'cp',b'',b'',b'south lawndale',b''
64,0.815165886753,81,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'11/01/15',b'',b'www.ymcachicago.org',b'',b'yes',b'ssifuentes@ymcachicago.org',b'half day/full day',b'',b'2700 s western ave',b'ymca of metropolitan chicago - rauner',b'726196',b'sonya sifuentes',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'sonya sifuentes',b'',b'',b'',b'',b'60608',b'8473115',b'82',b'ymca of metropolitan chicago',"b'4167it(child care it center), 4170ps(hs collaboration with c'",b'state pre-kindergarten',b'dorothy cole-gary',b'yes',b'',b'',b'lower west side'
64,0.815165886753,82,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'yes',b'11/01/15',b'',b'www.ymcachicago.org',b'',b'yes',b'ssifuentes@ymcachicago.org',b'half day/full day',b'',b'2700 s western ave',b'ymca of metropolitan chicago - rauner',b'726196',b'sonya sifuentes',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'sonya sifuentes',b'',b'',b'',b'',b'60608',b'8473115',b'82',b'ymca of metropolitan chicago',"b'4167it(child care it center), 4170ps(hs collaboration with c'",b'state pre-kindergarten',b'dorothy cole-gary',b'yes',b'',b'',b'lower west side'
